iata	size	name	country_code	city	lat	lon	pop	heuristic
CNL	medium_airport	Sindal Airport	DK	Sindal	57.5035018921	10.2293996811	2898	0
CNM	medium_airport	Cavern City Air Terminal	US	Carlsbad	32.3375015259	-104.2630004883	26138	0
CNQ	medium_airport	Corrientes Airport	AR	Corrientes	-27.4455	-58.7619	339067	0
CNS	medium_airport	Cairns International Airport	AU	Cairns	-16.885799408	145.755004883	153075	0
CNX	large_airport	Chiang Mai International Airport	TH	Chiang Mai	18.7667999268	98.962600708	200952	0
COC	medium_airport	Comodoro Pierrestegui Airport	AR	Concordia	-31.2969	-57.9966	145210	0
COD	medium_airport	Yellowstone Regional Airport	US	Cody	44.520198822	-109.024002075	9520	0
COK	large_airport	Cochin International Airport	IN	Cochin	10.1520004272	76.4019012451	604696	0
COO	medium_airport	Cadjehoun Airport	BJ	Cotonou	6.3572301865	2.3843500614	690584	0
COR	medium_airport	Ingeniero Ambrosio Taravella Airport	AR	Cordoba	-31.323600769	-64.2080001831	1428214	0
COS	large_airport	City of Colorado Springs Municipal Airport	US	Colorado Springs	38.8058013916	-104.7009963989	416427	0
COU	medium_airport	Columbia Regional Airport	US	Columbia	38.8180999756	-92.2195968628	108500	0
COX	medium_airport	Congo Town Airport	BS	Andros	24.158700943	-77.5897979736	7800	2
CPC	medium_airport	Aviador C. Campos Airport	AR	Chapelco/San Martin de los Andes	-40.0754013062	-71.137298584	23519	3
CPE	medium_airport	Ingeniero Alberto Acuña Ongay International Airport	MX	Campeche	19.8167991638	-90.5002975464	205212	0
CPH	large_airport	Copenhagen Kastrup Airport	DK	Copenhagen	55.6179008484	12.6560001373	1153615	0
CPO	medium_airport	Desierto de Atacama Airport	CL	Copiapo	-27.2611999512	-70.7791976929	129280	0
CPR	large_airport	Casper-Natrona County International Airport	US	Casper	42.90800095	-106.4639969	55316	0
CPT	large_airport	Cape Town International Airport	ZA	Cape Town	-33.9648017883	18.6016998291	3433441	0
CPV	medium_airport	Presidente João Suassuna Airport	BR	Campina Grande	-7.2699198723	-35.8964004517	348936	0
CQF	medium_airport	Calais-Dunkerque Airport	FR	Calais/Dunkerque	50.9621009827	1.9547599554	71287	3
CRA	medium_airport	Craiova Airport	RO	Craiova	44.3180999756	23.8885993958	304142	0
CRC	medium_airport	Santa Ana Airport	CO	Cartago	4.75818	-75.9557	134827	2
CRD	medium_airport	General E. Mosconi Airport	AR	Comodoro Rivadavia	-45.7853	-67.4655	140850	0
CRI	medium_airport	Colonel Hill Airport	BS	Colonel Hill	22.7455997467	-74.1824035645	240	0
CRK	large_airport	Diosdado Macapagal International Airport	PH	Angeles City	15.1859998703	120.559997559	299391	0
CRM	medium_airport	Catarman National Airport	PH	Catarman	12.5024003983	124.6360015869	47449	2
CRP	large_airport	Corpus Christi International Airport	US	Corpus Christi	27.7703990936	-97.5011978149	305215	0
CRV	medium_airport	Crotone Airport	IT	Crotone	38.9972000122	17.0802001953	48704	0
CRW	large_airport	Yeager Airport	US	Charleston	38.3731002808	-81.5932006836	51400	0
CRZ	medium_airport	Turkmenabat Airport	TM	Türkmenabat	39.0833015442	63.6133003235	234817	0
CSB	medium_airport	Caransebeş Airport	RO	Caransebeş	45.4199981689	22.2532997131	27521	0
CSF	medium_airport	Creil Air Base	FR	Creil	49.2535018921	2.5191400051	31863	0
CSG	medium_airport	Columbus Metropolitan Airport	US	Columbus	32.5163002014	-84.9389038086	189885	0
CSX	large_airport	Changsha Huanghua International Airport	CN	Changsha	28.1891994476	113.220001221	2073938	2
CSY	medium_airport	Cheboksary Airport	RU	Cheboksary	56.0903015137	47.3473014832	446781	0
CTA	large_airport	Catania / Fontanarossa Airport	IT	Catania	37.4668006897	15.0663995743	290927	0
CTB	medium_airport	Cut Bank International Airport	US	Cut Bank	48.6083984375	-112.375999451	2869	0
CTC	medium_airport	Catamarca Airport	AR	Catamarca	-28.5956001282	-65.751701355	188812	0
CTD	medium_airport	Alonso Valderrama Airport	PA	Chitré	7.9878401756	-80.4096984863	43966	0
CTG	medium_airport	Rafael Nuñez International Airport	CO	Cartagena	10.4424	-75.513	952024	0
CTM	medium_airport	Chetumal International Airport	MX	Chetumal	18.504699707	-88.3267974854	134412	0
CTS	large_airport	New Chitose Airport	JP	Chitose/Tomakomai	42.7751998901	141.6920013428	174806	3
CTT	medium_airport	Le Castellet Airport	FR	Le Castellet	43.2524986267	5.7851901054	4114	0
CTU	large_airport	Chengdu Shuangliu International Airport	CN	Chengdu	30.5785007477	103.9469985962	3950437	0
CUA	medium_airport	Ciudad Constitución Airport	MX	Ciudad Constitución	25.0538005829	-111.6149978638	39915	0
CUC	medium_airport	Camilo Daza International Airport	CO	Cúcuta	7.92757	-72.5115	721398	0
CUE	medium_airport	Mariscal Lamar Airport	EC	Cuenca	-2.8894701004	-78.9843978882	276964	0
CUF	large_airport	Cuneo / Levaldigi Airport	IT	Cuneo	44.547000885	7.6232199669	46416	0
CUL	medium_airport	Federal de Bachigualato International Airport	MX	Culiacán	24.7644996643	-107.474998474	582469	0
CUN	large_airport	Cancún International Airport	MX	Cancún	21.0365009308	-86.8770980835	542043	0
CUP	medium_airport	General Francisco Bermúdez Airport	VE	Carúpano	10.6600141525	-63.261680603	112082	0
CUR	medium_airport	Hato International Airport	CW	Willemstad	12.1888999939	-68.9598007202	125000	0
CUT	medium_airport	Cutral-Co Airport	AR	Cutral-Co	-38.9397010803	-69.2646026611	47380	0
CUU	medium_airport	General Roberto Fierro Villalobos International Airport	MX	Chihuahua	28.7028999329	-105.964996338	809232	1
CUZ	large_airport	Alejandro Velasco Astete International Airport	PE	Cusco	-13.5356998444	-71.9387969971	312140	0
CVG	large_airport	Cincinnati Northern Kentucky International Airport	US	Cincinnati	39.0488014221	-84.6678009033	296943	0
CVM	medium_airport	General Pedro Jose Mendez International Airport	MX	Ciudad Victoria	23.7033004761	-98.9564971924	269923	0
CVO	medium_airport	Corvallis Municipal Airport	US	Corvallis	44.49720001	-123.2900009	54462	0
CVS	large_airport	Cannon Air Force Base	US	Clovis	34.3828010559	-103.321998596	37775	0
CVT	medium_airport	Coventry Airport	GB	Coventry	52.3697013855	-1.4797199965	308313	0
CWA	medium_airport	Central Wisconsin Airport	US	Mosinee	44.7775993347	-89.6668014526	3988	0
CWB	large_airport	Afonso Pena Airport	BR	Curitiba	-25.5284996033	-49.1758003235	1718421	0
CWC	medium_airport	Chernivtsi International Airport	UA	Chernivtsi	48.2593002319	25.9808006287	236250	2
CWE	medium_airport	Cairo West Airport	EG	El Cairo	30.116399765	30.9153995514	7734614	0
CWL	large_airport	Cardiff International Airport	GB	Cardiff	51.3967018127	-3.3433299065	302139	0
CXB	medium_airport	Cox's Bazar Airport	BD	Cox's Bazar	21.4521999359	91.9638977051	253788	0
CXR	medium_airport	Cam Ranh Airport	VN	Nha Trang	11.9982004166	109.21900177	283441	0
CYA	medium_airport	Les Cayes Airport	HT	Les Cayes	18.2710990906	-73.7882995605	125799	0
CYP	medium_airport	Calbayog Airport	PH	Calbayog City	12.0726995468	124.5449981689	67921	0
CYS	medium_airport	Cheyenne Regional Jerry Olson Field	US	Cheyenne	41.15570068	-104.8119965	59466	0
CYW	medium_airport	Captain Rogelio Castillo National Airport	MX	Celaya	20.545999527	-100.8870010376	305901	0
CYX	medium_airport	Cherskiy Airport	RU	Cherskiy	68.7406005859	161.3379974365	3707	0
CZE	medium_airport	José Leonardo Chirinos Airport	VE	Coro	11.4149436951	-69.6809005737	195227	0
CZH	medium_airport	Corozal Municipal Airport	BZ	Corozal	18.3822002411	-88.4119033813	9871	0
CZL	medium_airport	Mohamed Boudiaf International Airport	DZ	Constantine	36.2760009766	6.6203899384	450097	0
CZM	medium_airport	Cozumel International Airport	MX	Cozumel	20.5223999023	-86.9255981445	73934	0
CZU	medium_airport	Las Brujas Airport	CO	Corozal	9.33274	-75.2856	39800	0
DAA	medium_airport	Davison Army Air Field	US	Fort Belvoir	38.7150001526	-77.1809997559	7100	0
DAB	medium_airport	Daytona Beach International Airport	US	Daytona Beach	29.1798992157	-81.0580978394	61005	0
DAC	medium_airport	Dhaka / Hazrat Shahjalal International Airport	BD	Dhaka	23.843347	90.397783	10356500	0
DAD	large_airport	Da Nang International Airport	VN	Da Nang	16.0438995361	108.1989974976	752493	0
DAL	large_airport	Dallas Love Field	US	Dallas	32.8470993042	-96.8517990112	1197816	0
DAM	large_airport	Damascus International Airport	SY	Damascus	33.4114990234	36.5155982971	1569394	0
DAN	medium_airport	Danville Regional Airport	US	Danville	36.5728988647	-79.3360977173	43055	0
DAR	large_airport	Julius Nyerere International Airport	TZ	Dar es Salaam	-6.8780555556	39.2033333333	2698652	0
DAU	medium_airport	Daru Airport	PG	Daru	-9.0867595673	143.207992554	15214	0
DAV	medium_airport	Enrique Malek International Airport	PA	David	8.390999794	-82.4349975586	82859	0
DAY	large_airport	James M Cox Dayton International Airport	US	Dayton	39.9024009705	-84.2193984985	141527	0
DBB	medium_airport	El Alamein International Airport	EG	El Alamein	30.9244995117	28.4613990784	7400	0
DBI	large_airport	Dubai International Airport	AE	Dubai	25.2527999878	55.3643989563	1137347	0
DBO	medium_airport	Dubbo City Regional Airport	AU	Dubbo	-32.2167015076	148.574996948	32327	0
DBQ	large_airport	Dubuque Regional Airport	US	Dubuque	42.40200043	-90.70950317	57637	0
DBV	medium_airport	Dubrovnik Airport	HR	Dubrovnik	42.5614013672	18.2681999207	28428	0
DCI	medium_airport	Decimomannu Airport	IT	Decimomannu	39.3541984558	8.9724798203	7168	0
DCM	medium_airport	Castres-Mazamet Airport	FR	Castres/Mazamet	43.5563011169	2.2891800404	11479	3
DDC	medium_airport	Dodge City Regional Airport	US	Dodge City	37.7634010315	-99.9655990601	27340	0
DDG	medium_airport	Dandong Airport	CN	Dandong	40.0247001648	124.286003113	631973	0
DEA	medium_airport	Dera Ghazi Khan Airport	PK	Dera Ghazi Khan	29.9610004425	70.4859008789	236093	0
DEB	medium_airport	Debrecen International Airport	HU	Debrecen	47.488899231	21.6152992249	204124	0
DEC	medium_airport	Decatur Airport	US	Decatur	39.8345985413	-88.8656997681	76122	0
DED	medium_airport	Dehradun Airport	IN	Dehradun	30.189699173	78.1802978516	522081	0
DEL	large_airport	Indira Gandhi International Airport	IN	New Delhi	28.5664997101	77.1031036377	317797	0
DELHI	 	Delhi	IN	Delhi	28.6070051	77.2140499	10927986	0
DEN	large_airport	Denver International Airport	US	Denver	39.8616981506	-104.672996521	600158	0
DET	medium_airport	Coleman A. Young Municipal Airport	US	Detroit	42.40919876	-83.00990295	713777	0
DEZ	medium_airport	Deir ez-Zor Airport	SY	Deir ez-Zor	35.2854003906	40.1759986877	242565	0
DFW	large_airport	Dallas Fort Worth International Airport	US	Dallas-Fort Worth	32.8968009949	-97.0380020142	741206	3
DGA	medium_airport	Dangriga Airport	BZ	Dangriga	16.982509613	-88.2309875488	10750	0
DGE	medium_airport	Mudgee Airport	AU	Mudgee	-32.5625	149.610992432	8726	0
DGO	medium_airport	General Guadalupe Victoria International Airport	MX	Durango	24.1242008209	-104.527999878	457140	0
DGP	medium_airport	Daugavpils Intrenational Airport	LV	Daugavpils	55.9447212219	26.6650009155	111564	0
DGT	medium_airport	Sibulan Airport	PH	Dumaguete City	9.3337097168	123.300003052	113541	0
DHA	large_airport	King Abdulaziz Air Base	SA	Dhahran	26.2653999329	50.1520004272	99540	0
DHN	medium_airport	Dothan Regional Airport	US	Dothan	31.3213005066	-85.4496002197	65496	0
DHR	medium_airport	De Kooy Airport	NL	Den Helder	52.9234008789	4.7806200981	59569	0
DHT	medium_airport	Dalhart Municipal Airport	US	Dalhart	36.0225982666	-102.54699707	7930	0
DIB	medium_airport	Dibrugarh Airport	IN	Dibrugarh	27.4839000702	95.0168991089	122155	0
DIG	medium_airport	Diqing Airport	CN	Shangri-La	27.7936000824	99.6772003174	130000	0
DIJ	medium_airport	Dijon-Bourgogne Airport	FR	Dijon/Longvic	47.268901825	5.0900001526	9527	3
DIK	medium_airport	Dickinson Theodore Roosevelt Regional Airport	US	Dickinson	46.7974014282	-102.802001953	17787	0
DIL	medium_airport	Presidente Nicolau Lobato International Airport	TL	Dili	-8.5464000702	125.526000977	150000	0
DIN	medium_airport	Dien Bien Phu Airport	VN	Dien Bien Phu	21.3974990845	103.008003235	40282	0
DIR	medium_airport	Aba Tenna Dejazmach Yilma International Airport	ET	Dire Dawa	9.6246995926	41.8541984558	252279	0
DIS	medium_airport	Ngot Nzoungou Airport	CG	Dolisie	-4.20635	12.6599	103894	0
DIY	medium_airport	Diyarbakir Airport	TR	Diyarbakir	37.893901825	40.2010002136	644763	0
DJE	medium_airport	Djerba Zarzis International Airport	TN	Djerba	33.875	10.7755002975	62583	0
DJJ	medium_airport	Sentani Airport	ID	Jayapura-Papua Island	-2.5769500732	140.5160064697	134895	3
DKR	large_airport	Léopold Sédar Senghor International Airport	SN	Dakar	14.7397003174	-17.4902000427	2476400	0
DKS	medium_airport	Dikson Airport	RU	Dikson	73.5178070068	80.3796691895	1113	0
DLA	medium_airport	Douala International Airport	CM	Douala	4.0060801506	9.7194795609	1338082	0
DLC	large_airport	Zhoushuizi Airport	CN	Dalian	38.9656982422	121.5390014648	2035307	0
DLE	medium_airport	Dole-Tavaux Airport	FR	Dole/Tavaux	47.0390014648	5.4272499084	4066	3
DLG	medium_airport	Dillingham Airport	US	Dillingham	59.04470062	-158.5050049	2329	0
DLH	large_airport	Duluth International Airport	US	Duluth	46.8420982361	-92.1936035156	86265	0
DLM	large_airport	Dalaman International Airport	TR	Dalaman	36.7131004333	28.7924995422	19292	0
DLX	medium_airport	Semipalatinsk Airport	KZ	Semey	50.3512992859	80.2343978882	292780	0
DLZ	medium_airport	Dalanzadgad Airport	MN	Dalanzadgad	43.5917015076	104.4300003052	15093	0
DMA	medium_airport	Davis Monthan Air Force Base	US	Tucson	32.1665000916	-110.883003235	520116	0
DMB	medium_airport	Taraz Airport	KZ	Taraz	42.8535995483	71.3035964966	358153	0
DMK	large_airport	Don Mueang International Airport	TH	Bangkok	13.9125995636	100.607002258	5104476	0
DMM	large_airport	King Fahd International Airport	SA	Ad Dammam	26.471200943	49.7979011536	768602	0
DMU	medium_airport	Dimapur Airport	IN	Dimapur	25.8838996887	93.7711029053	135860	0
DNA	large_airport	Kadena Air Base	JP	Okinawa	26.3556003571	127.7679977417	125483	0
DND	medium_airport	Dundee Airport	GB	Dundee	56.4524993896	-3.0258300304	151592	0
DNK	medium_airport	Dnipropetrovsk International Airport	UA	Dnipropetrovsk	48.3572006226	35.1006011963	1032822	0
DNL	medium_airport	Daniel Field	US	Augusta	33.4664993286	-82.0393981934	43459	0
DNZ	medium_airport	Çardak Airport	TR	Denizli	37.7855987549	29.7012996674	313238	0
DOD	medium_airport	Dodoma Airport	TZ	Dodoma	-6.170440197	35.7526016235	180541	0
DOG	medium_airport	Dongola Airport	SD	Dongola	19.1539001465	30.4300994873	13473	0
DOH	large_airport	Doha International Airport	QA	Doha	25.261100769	51.5651016235	344939	0
DOK	large_airport	Donetsk International Airport	UA	Donetsk	48.073600769	37.7397003174	1024700	0
DOL	medium_airport	Deauville-Saint-Gatien Airport	FR	Deauville	49.3652992249	0.1543059945	4677	0
DOM	medium_airport	Melville Hall Airport	DM	Marigot	15.5469999313	-61.2999992371	2669	0
DOY	medium_airport	Dongying Shengli Airport	CN	Dongying	37.5085983276	118.788002014	306450	0
DPA	medium_airport	Dupage Airport	US	Chicago/West Chicago	41.90779877	-88.24859619	27086	3
DPL	medium_airport	Dipolog Airport	PH	Dipolog City	8.6019834988	123.341875076	93549	0
DPO	medium_airport	Devonport Airport	AU	Devonport	-41.1697006226	146.429992676	19317	0
DPS	large_airport	Ngurah Rai (Bali) International Airport	ID	Denpasar Bali	-8.748169899	115.1669998169	405923	0
DRG	medium_airport	Deering Airport	US	Deering	66.0696029663	-162.76600647	1997	0
DRS	large_airport	Dresden Airport	DE	Dresden	51.1328010559	13.76720047	486854	0
DRT	medium_airport	Del Rio International Airport	US	Del Rio	29.3742008209	-100.927001953	35591	0
DRW	medium_airport	Darwin International Airport	AU	Darwin	-12.4146995544	130.8769989014	129062	0
DSA	large_airport	Robin Hood Doncaster Sheffield Airport	GB	Doncaster	53.4805378105	-1.0106563568	67670	0
DSM	large_airport	Des Moines International Airport	US	Des Moines	41.5340003967	-93.6631011963	203433	0
DSN	medium_airport	Ordos Ejin Horo Airport	CN	Ordos	39.49	109.861388889	1940653	0
DTE	medium_airport	Daet Airport	PH	Daet	14.1291999817	122.9800033569	78142	0
DTM	large_airport	Dortmund Airport	DE	Dortmund	51.5182991028	7.6122398377	588462	0
DTW	large_airport	Detroit Metropolitan Wayne County Airport	US	Detroit	42.2123985291	-83.3534011841	713777	0
DUB	large_airport	Dublin Airport	IE	Dublin	53.4212989807	-6.270070076	1024027	0
DUD	medium_airport	Dunedin Airport	NZ	Dunedin	-45.9281005859	170.1979980469	114347	0
DUJ	medium_airport	DuBois Regional Airport	US	Dubois	41.17829895	-78.8986969	677	0
DUM	medium_airport	Pinang Kampai Airport	ID	Dumai-Sumatra Island	1.6091899872	101.4339981079	143760	3
DUR	large_airport	King Shaka International Airport	ZA	Durban	-29.6144444444	31.1197222222	3120282	0
DUS	large_airport	Düsseldorf International Airport	DE	Düsseldorf	51.2895011902	6.7667798996	573057	0
DUT	medium_airport	Unalaska Airport	US	Unalaska	53.900100708	-166.5440063477	4376	0
DVO	large_airport	Francisco Bangoy International Airport	PH	Davao City	7.1255202293	125.6460037231	1212504	0
DWC	large_airport	Al Maktoum International Airport	AE	Dubai	24.8966666667	55.1613888889	1137347	0
DYR	medium_airport	Ugolny Airport	RU	Anadyr	64.7349014282	177.7409973145	10332	0
DYS	large_airport	Dyess Air Force Base	US	Abilene	32.4207992554	-99.854598999	117063	0
DYU	medium_airport	Dushanbe Airport	TJ	Dushanbe	38.5433006287	68.8249969482	679400	0
DZA	medium_airport	Dzaoudzi Pamandzi International Airport	YT	Dzaoudzi	-12.8046998978	45.2811012268	15339	0
DZN	medium_airport	Dzhezkazgan Airport	KZ	Dzhezkazgan	47.7708015442	67.6734008789	104357	0
DZO	medium_airport	Santa Bernardina International Airport	UY	Durazno	-33.3588981628	-56.4991989136	33926	0
EAS	medium_airport	San Sebastian Airport	ES	Hondarribia	43.3564987183	-1.7906099558	16458	0
EAT	medium_airport	Pangborn Memorial Airport	US	Wenatchee	47.3988990784	-120.207000732	31925	0
EAU	medium_airport	Chippewa Valley Regional Airport	US	Eau Claire	44.8657989502	-91.4842987061	65883	0
EBB	medium_airport	Entebbe International Airport	UG	Kampala	0.0423859991	32.4435005188	1353189	0
EBD	medium_airport	El Obeid Airport	SD	Al-Ubayyid	13.1532001495	30.2327003479	393311	0
EBG	medium_airport	El Bagre Airport	CO	El Bagre	7.59647	-74.8089	40798	0
EBJ	medium_airport	Esbjerg Airport	DK	Esbjerg	55.5259017944	8.5534000397	72205	0
EBL	medium_airport	Erbil International Airport	IQ	Arbil	36.2375984192	43.9631996155	932800	0
ECG	medium_airport	Elizabeth City Regional Airport & Coast Guard Air Station	US	Elizabeth City	36.26060104	-76.17459869	18683	0
ECN	medium_airport	Ercan International Airport	CY	Nicosia	35.1547012329	33.4961013794	200452	0
EDI	large_airport	Edinburgh Airport	GB	Edinburgh	55.9500007629	-3.3724999428	435791	0
EDL	medium_airport	Eldoret International Airport	KE	Eldoret	0.4044579864	35.238899231	218446	0
EDO	medium_airport	Balıkesir Körfez Airport	TR	Edremit	39.554599762	27.0137996674	40777	0
EEN	medium_airport	Dillant Hopkins Airport	US	Keene	42.898399353	-72.2707977295	23409	0
EGC	medium_airport	Bergerac-Roumanière Airport	FR	Bergerac/Roumanière	44.8252983093	0.5186110139	28317	3
EGE	medium_airport	Eagle County Regional Airport	US	Eagle	39.64260101	-106.9179993	6508	0
EGO	medium_airport	Belgorod International Airport	RU	Belgorod	50.6437988281	36.5900993347	345289	0
EGS	medium_airport	Egilsstaðir Airport	IS	Egilsstaðir	65.2833023071	-14.4013996124	2303	2
EHL	medium_airport	El Bolson Airport	AR	El Bolson	-41.9431991577	-71.5323028564	15537	0
EIB	medium_airport	Eisenach-Kindel Airport	DE	Eisenach	50.9927787781	10.4727783203	43846	2
EIE	medium_airport	Yeniseysk Airport	RU	Yeniseysk	58.4742012024	92.1125030518	19920	0
EIK	medium_airport	Yeysk Airport	RU	Yeysk	46.68	38.21	87814	0
EIL	medium_airport	Eielson Air Force Base	US	Fairbanks	64.66570282	-147.102005	31535	0
EIN	large_airport	Eindhoven Airport	NL	Eindhoven	51.4500999451	5.3745298386	209620	0
EIS	medium_airport	Terrance B. Lettsome International Airport	VG	Road Town	18.4447994232	-64.5429992676	8449	0
EJA	medium_airport	Yariguíes Airport	CO	Barrancabermeja	7.02433	-73.8068	191403	0
EJH	medium_airport	Al Wajh Domestic Airport	SA	Al Wajh	26.198600769	36.476398468	26636	0
EKB	medium_airport	Ekibastuz Airport	KZ	Ekibastuz	51.5909996033	75.2149963379	121470	0
EKO	medium_airport	Elko Regional Airport	US	Elko	40.8249015808	-115.7919998169	18297	0
EKT	medium_airport	Eskilstuna Airport	SE	Eskilstuna	59.3511009216	16.7084007263	59016	0
ELB	medium_airport	Las Flores Airport	CO	El Banco	9.04554	-73.9749	54522	0
ELD	medium_airport	South Arkansas Regional At Goodwin Field	US	El Dorado	33.2210006714	-92.8133010864	18884	0
ELF	medium_airport	El Fasher Airport	SD	El Fasher	13.6148996353	25.3246002197	252609	0
ELM	medium_airport	Elmira Corning Regional Airport	US	Elmira/Corning	42.1599006653	-76.8916015625	11183	3
ELS	medium_airport	Ben Schoeman Airport	ZA	East London	-33.0355987549	27.8258991241	478676	0
EMA	large_airport	East Midlands Airport	GB	Nottingham	52.8311004639	-1.3280600309	246654	0
EMD	medium_airport	Emerald Airport	AU	Emerald	-23.5674991608	148.179000854	9398	0
EMIX	 	Abu Dhabi	AE	Abu Dhabi	24.3865481	54.5635059	603492	0
ENA	medium_airport	Kenai Municipal Airport	US	Kenai	60.5731010437	-151.2449951172	7100	0
ENC	medium_airport	Nancy-Essey Airport	FR	Nancy/Essey	48.6921005249	6.2304601669	105334	3
END	large_airport	Vance Air Force Base	US	Enid	36.3391990662	-97.9164962769	49379	0
ENF	medium_airport	Enontekio Airport	FI	Enontekio	68.3626022339	23.4242992401	2145	0
ENK	medium_airport	St Angelo Airport	GB	Enniskillen	54.3988990784	-7.6516699791	14472	0
ENS	medium_airport	Twenthe Airport	NL	Enschede	52.2700004578	6.8741698265	153655	0
EOH	medium_airport	Enrique Olaya Herrera Airport	CO	Medellín	6.220549	-75.590582	1999979	0
EOR	medium_airport	El Dorado Airport	VE	Bolivar	6.7333331108	-61.5833320618	338000	0
EPL	medium_airport	Épinal-Mirecourt Airport	FR	Épinal/Mirecourt	48.3250007629	6.0699801445	6998	3
EPU	medium_airport	Pärnu Airport	EE	Pärnu	58.4189987183	24.4727993011	44192	0
EQS	medium_airport	Brigadier Antonio Parodi Airport	AR	Esquel	-42.908000946	-71.139503479	28486	0
ERC	medium_airport	Erzincan Airport	TR	Erzincan	39.7102012634	39.5270004272	114027	0
ERF	medium_airport	Erfurt Airport	DE	Erfurt	50.979801178	10.9581003189	203254	0
ERI	large_airport	Erie International Tom Ridge Field	US	Erie	42.0831270134	-80.1738667488	101786	0
ERL	medium_airport	Erenhot Saiwusu International Airport	CN	Erenhot	43.4225	112.096666667	16427	0
ERZ	large_airport	Erzurum International Airport	TR	Erzurum	39.9565010071	41.1702003479	420691	0
ESB	large_airport	Esenboğa International Airport	TR	Ankara	40.1281013489	32.995098114	3517182	0
ESH	medium_airport	Shoreham Airport	GB	Brighton	50.8356018066	-0.2972219884	139001	0
ESL	medium_airport	Elista Airport	RU	Elista	46.3739013672	44.3308982849	106971	0
ETH	medium_airport	Eilat Airport	IL	Eilat	29.5613002777	34.9600982666	45588	0
EUG	medium_airport	Mahlon Sweet Field	US	Eugene	44.1245994568	-123.2119979858	156185	0
EUN	medium_airport	Hassan I Airport	EH	El Aaiún	27.1516990662	-13.2192001343	196331	0
EUQ	medium_airport	Evelio Javier Airport	PH	San Jose	10.765999794	121.932998657	118807	2
EVN	large_airport	Zvartnots International Airport	AM	Yerevan	40.1473007202	44.3959007263	1093485	0
EVV	medium_airport	Evansville Regional Airport	US	Evansville	38.0369987488	-87.5324020386	117429	0
EVW	medium_airport	Evanston-Uinta County Airport-Burns Field	US	Evanston	41.27479935	-111.0350037	12359	0
EVX	medium_airport	Évreux-Fauville (BA 105) Air Base	FR	Évreux/Fauville	49.0287017822	1.2198599577	57795	3
EWB	medium_airport	New Bedford Regional Airport	US	New Bedford	41.6761016846	-70.9569015503	95072	0
EWN	medium_airport	Coastal Carolina Regional Airport	US	New Bern	35.0730018616	-77.0429000854	29524	0
EXT	large_airport	Exeter International Airport	GB	Exeter	50.7344017029	-3.4138898849	113118	0
EYK	medium_airport	Beloyarskiy Airport	RU		63.6869010925	66.698600769	5549	0
EYP	medium_airport	El Yopal Airport	CO	El Yopal	5.31911	-72.384	61029	0
EYW	medium_airport	Key West International Airport	US	Key West	24.5561008453	-81.7595977783	24649	0
EZE	large_airport	Ministro Pistarini International Airport	AR	Buenos Aires	-34.8222	-58.5358	13076300	0
EZS	medium_airport	Elazığ Airport	TR	Elazığ	38.6068992615	39.2914009094	298004	0
FAB	medium_airport	Farnborough Airport	GB	Farnborough	51.2757987976	-0.7763329744	59902	0
FAI	large_airport	Fairbanks International Airport	US	Fairbanks	64.81510162	-147.8560028	31535	0
FAJ	medium_airport	Diego Jimenez Torres Airport	PR	Fajardo	18.3089008331	-65.6619033813	34068	0
FAO	large_airport	Faro Airport	PT	Faro	37.0144004822	-7.9659099579	41355	0
FAR	medium_airport	Hector International Airport	US	Fargo	46.9207000732	-96.8158035278	105549	0
FAT	medium_airport	Fresno Yosemite International Airport	US	Fresno	36.7761993408	-119.7180023193	494665	0
FAY	medium_airport	Fayetteville Regional Grannis Field	US	Fayetteville	34.9911994934	-78.8803024292	200564	0
FAZ	medium_airport	Fasa Airport	IR	Fasa	28.8917999268	53.7233009338	98061	0
FBG	medium_airport	Simmons Army Air Field	US	Fort Bragg	35.13180161	-78.93669891	29183	0
FBK	medium_airport	Ladd AAF Airfield	US	Fairbanks/Ft Wainwright	64.83750153	-147.6139984	31535	3
FBM	medium_airport	Lubumbashi International Airport	CD	Lubumbashi	-11.5913000107	27.5308990479	1373770	0
FCA	medium_airport	Glacier Park International Airport	US	Kalispell	48.3105010986	-114.2559967041	19927	0
FCO	large_airport	Leonardo Da Vinci (Fiumicino) International Airport	IT	Rome	41.8045005798	12.2508001328	2318895	0
FCS	medium_airport	Butts AAF (Fort Carson) Air Field	US	Fort Carson	38.67839813	-104.7570038	13813	0
FDF	medium_airport	Martinique Aimé Césaire International Airport	MQ	Fort-de-France	14.5909996033	-61.003200531	89995	0
FDH	medium_airport	Friedrichshafen Airport	DE	Friedrichshafen	47.6712989807	9.5114898682	58403	0
FDO	medium_airport	San Fernando Airport	AR	San Fernando	-34.4532	-58.5896	188812	0
FEL	medium_airport	Fürstenfeldbruck Airport	DE	Fürstenfeldbruck	48.2055549622	11.2669439316	33533	0
FEZ	medium_airport	Saïss Airport	MA	Fes	33.9272994995	-4.9779601097	964891	0
FFD	large_airport	RAF Fairford	GB	Fairford	51.6822013855	-1.7900300026	3026	0
FIH	medium_airport	Ndjili International Airport	CD	Kinshasa	-4.3857498169	15.4446001053	7785965	0
FIX	 	Helsinki	FI	Helsinki	60.1733244	24.9410248	558457	0
FKB	large_airport	Karlsruhe Baden-Baden Airport	DE	Baden-Baden	48.7793998718	8.0804996491	54239	0
FKI	medium_airport	Bangoka International Airport	CD	Kisangani	0.4816389978	25.3379993439	539158	0
